t	a
603.2	10.5416
603.3	9.3383
603.4	9.3804
603.5	12.6799
603.6	11.0913
603.7	9.4291
603.8	14.2436
603.9	10.5006
604	9.7588
604.1	12.3536
604.2	7.8961
604.3	9.0426
604.4	10.0466
604.5	8.5765
604.6	8.0605
604.7	7.8664
604.8	4.3877
604.9	10.0455
605	8.1892
605.1	5.9692
605.2	11.9137
605.3	10.8042
605.4	6.6791
605.5	11.3994
605.6	8.0645
605.7	6.7770
605.8	9.2119
605.9	12.4506
606	10.2126
606.1	7.3184
606.2	9.9783
606.3	5.4744
606.4	10.4419
606.5	4.0443
606.6	6.2989
606.7	6.6966
606.8	5.3541
606.9	6.7667
607	6.3592
607.1	6.3276
607.2	5.3496
607.3	6.7914
607.4	7.9613
607.5	1.6203
607.6	6.2360
607.7	7.8393
607.8	6.1516
607.9	6.8390
608	6.3300
608.1	4.5072
608.2	3.2894
608.3	5.5922
608.4	4.6990
608.5	1.0030
608.6	5.3266
608.7	3.1923
608.8	4.1088
608.9	4.1807
609	4.0089
609.1	3.8393
609.2	2.3566
609.3	-1.6216
609.4	2.6310
609.5	5.5579
609.6	7.1669
609.7	7.5900
609.8	3.1150
609.9	2.5221
610	-0.6305
610.1	0.9706
610.2	2.6804
610.3	4.8901
610.4	-0.1243
610.5	2.1079
610.6	-0.1285
610.7	0.6121
610.8	1.0651
610.9	2.9544
611	2.3593
611.1	1.4846
611.2	0.9616
611.3	-0.3098
611.4	2.1427
611.5	2.2146
611.6	0.1855
611.7	1.0901
611.8	3.1471
611.9	0.5833
612	1.4642
612.1	2.4413
612.2	2.4539
612.3	0.7497
612.4	-3.1878
612.5	-0.8427
612.6	-0.2586
612.7	-2.1060
612.8	-2.3254
612.9	-3.5275
613	4.0620
613.1	-0.3385
613.2	-0.4231
613.3	3.8014
613.4	-1.6559
613.5	-0.5703
613.6	0.3472
613.7	-4.2793
613.8	1.5585
613.9	-0.8219
614	-2.0798
614.1	0.5378
614.2	-4.9311
614.3	-2.9207
614.4	-2.5769
614.5	2.0944
614.6	-4.5589
614.7	-4.6603
614.8	-3.2121
614.9	-6.1445
615	-3.9966
615.1	-2.1031
615.2	-5.9960
615.3	-2.4713
615.4	-4.0990
615.5	-6.3363
615.6	-5.1674
615.7	-7.0404
615.8	-1.7593
615.9	-6.7039
616	-4.9136
616.1	-3.8759
616.2	-2.8011
616.3	-2.4484
616.4	-6.5780
616.5	-6.8379
616.6	-6.4984
616.7	-6.2557
616.8	-5.4442
616.9	-7.3640
617	-6.1738
617.1	-10.2338
617.2	-2.5284
617.3	-5.0138
617.4	-7.2108
617.5	-10.6219
617.6	-9.1661
617.7	-6.4977
617.8	-6.5311
617.9	-6.8905
618	-2.5228
618.1	-7.7516
618.2	-6.1032
618.3	-8.6189
618.4	-7.6028
618.5	-7.7286
618.6	-6.0562
618.7	-10.6526
618.8	-9.9943
618.9	-7.0260
619	-6.6230
619.1	-8.9995
619.2	-6.3105
619.3	-10.4907
619.4	-6.7230
619.5	-10.4252
619.6	-8.9580
619.7	-9.0565
619.8	-10.7552
619.9	-5.4395
620	-11.8262
620.1	-9.1980
620.2	-6.0597
620.3	-9.6592
620.4	-9.2198
620.5	-11.2762
620.6	-9.1195
620.7	-12.1533
620.8	-11.0554
620.9	-7.4619
621	-17.1685
621.1	-11.0736
621.2	-11.9517
621.3	-10.2155
621.4	-9.8495
621.5	-13.3583
621.6	-7.0507
621.7	-12.1165
621.8	-11.2503
621.9	-12.6264
622	-10.9974
622.1	-10.7007
622.2	-9.7635
622.3	-14.0190
622.4	-15.5806
622.5	-11.6060
622.6	-6.7146
622.7	-9.2057
622.8	-14.8579
622.9	-9.5107
623	-12.3314
623.1	-13.1251
623.2	-10.4218
623.3	-12.3460
623.4	-11.8727
623.5	-13.2660
623.6	-11.0838
623.7	-12.5271
623.8	-13.1340
623.9	-12.0425
624	-12.7435
624.1	-11.2377
624.2	-11.8319
624.3	-10.4082
624.4	-12.5171
624.5	-8.2761
624.6	-11.6611
624.7	-15.6446
624.8	-12.6295
624.9	-13.8308
625	-12.6646
625.1	-14.9082
625.2	-14.8142
625.3	-14.5982
625.4	-14.7460
625.5	-18.9844
625.6	-12.7878
625.7	-18.6724
625.8	-15.0131
625.9	-13.4185
626	-12.4417
626.1	-10.2120
626.2	-13.2875
626.3	-13.8474
626.4	-12.8582
626.5	-11.7118
626.6	-11.5249
626.7	-14.3779
626.8	-11.9694
626.9	-13.8288
627	-14.8178
627.1	-9.8547
627.2	-15.2602
627.3	-16.2502
627.4	-13.3214
627.5	-18.0502
627.6	-12.7932
627.7	-10.2094
627.8	-13.9119
627.9	-12.1771
628	-14.4375
628.1	-14.9944
628.2	-17.1837
628.3	-15.1440
628.4	-11.9906
628.5	-14.1730
628.6	-13.6191
628.7	-14.5818
628.8	-15.9444
628.9	-14.7508
629	-17.8238
629.1	-16.1929
629.2	-13.7853
629.3	-17.0697
629.4	-15.0425
629.5	-11.6360
629.6	-16.7183
629.7	-15.3150
629.8	-12.8061
629.9	-13.9564
630	-14.9247
630.1	-15.7376
630.2	-13.8816
630.3	-14.0332
630.4	-13.0076
630.5	-16.9762
630.6	-13.2827
630.7	-18.7136
630.8	-14.5829
630.9	-12.8665
631	-12.9555
631.1	-16.0179
631.2	-12.9597
631.3	-14.8986
631.4	-12.5155
631.5	-13.1720
631.6	-12.7931
631.7	-15.0678
631.8	-13.6294
631.9	-17.0281
632	-12.6343
632.1	-13.2150
632.2	-13.9341
632.3	-11.9109
632.4	-13.9353
632.5	-16.5339
632.6	-14.7211
632.7	-13.7986
632.8	-13.9079
632.9	-12.6706
633	-12.9395
633.1	-12.3214
633.2	-11.2993
633.3	-14.3290
633.4	-14.3647
633.5	-16.9133
633.6	-15.6562
633.7	-13.7180
633.8	-14.5503
633.9	-15.9278
634	-12.5247
634.1	-12.4557
634.2	-16.5562
634.3	-13.4076
634.4	-11.1078
634.5	-11.2683
634.6	-16.5506
634.7	-13.9805
634.8	-12.2322
634.9	-14.2546
635	-12.2634
635.1	-14.7519
635.2	-13.8316
635.3	-13.5387
635.4	-13.1553
635.5	-10.2616
635.6	-10.7084
635.7	-13.6178
635.8	-12.6284
635.9	-13.0747
636	-11.7210
636.1	-12.6257
636.2	-13.2797
636.3	-12.6633
636.4	-12.2155
636.5	-10.3624
636.6	-15.7529
636.7	-10.0509
636.8	-10.6852
636.9	-12.3403
637	-15.3612
637.1	-10.4540
637.2	-12.5870
637.3	-13.4660
637.4	-13.3853
637.5	-10.7740
637.6	-11.4213
637.7	-10.0811
637.8	-11.4895
637.9	-9.5190
638	-10.6461
638.1	-12.0107
638.2	-12.5082
638.3	-9.3043
638.4	-11.4843
638.5	-12.2637
638.6	-8.9904
638.7	-10.0411
638.8	-10.0774
638.9	-10.2746
639	-7.3512
639.1	-7.5105
639.2	-11.9191
639.3	-10.0896
639.4	-10.9402
639.5	-6.8046
639.6	-11.6180
639.7	-7.8548
639.8	-13.0157
639.9	-9.4236
640	-9.9220
640.1	-10.2902
640.2	-9.5385
640.3	-6.5799
640.4	-7.6727
640.5	-7.2178
640.6	-9.8703
640.7	-6.8770
640.8	-9.6037
640.9	-7.7379
641	-9.0667
641.1	-9.2276
641.2	-5.3188
641.3	-4.5582
641.4	-4.7822
641.5	-10.3086
641.6	-6.3404
641.7	-10.1263
641.8	-6.1499
641.9	-6.4342
642	-7.9794
642.1	-6.7223
642.2	-7.8066
642.3	-4.3265
642.4	-9.2040
642.5	-6.7201
642.6	-3.8061
642.7	-6.4879
642.8	-8.3712
642.9	-5.5932
643	-4.0415
643.1	-2.4247
643.2	-8.3259
643.3	-5.4201
643.4	-9.5963
643.5	-3.4232
643.6	-3.6616
643.7	-5.4507
643.8	-6.1740
643.9	-4.2078
644	-3.9143
644.1	-3.4546
644.2	-7.6536
644.3	-3.6278
644.4	-8.2336
644.5	-3.9254
644.6	-5.1946
644.7	-8.1665
644.8	-4.3712
644.9	-3.8445
645	-3.3674
645.1	-1.3663
645.2	-4.3053
645.3	-0.3916
645.4	-2.3176
645.5	-3.4930
645.6	-0.9570
645.7	-4.2114
645.8	-1.4054
645.9	-3.6124
646	-3.9263
646.1	-4.5252
646.2	2.5444
646.3	-1.9781
646.4	-1.6938
646.5	-3.5575
646.6	0.1075
646.7	-3.0582
646.8	1.1895
646.9	0.4831
647	-1.6862
647.1	0.1250
647.2	-2.2595
647.3	1.4332
647.4	0.1329
647.5	-0.0119
647.6	-0.9103
647.7	-0.0275
647.8	0.4905
647.9	-0.5103
648	3.1052
648.1	-1.1191
648.2	3.7960
648.3	0.3355
648.4	4.3679
648.5	-0.7810
648.6	0.1368
648.7	1.2563
648.8	-1.5201
648.9	1.5837
649	-0.7923
649.1	1.9960
649.2	4.7767
649.3	2.6953
649.4	-0.9660
649.5	3.0861
649.6	1.2919
649.7	0.1611
649.8	1.0365
649.9	3.3334
650	4.4575
650.1	0.3404
650.2	4.2139
650.3	3.7301
650.4	5.2673
650.5	3.2350
650.6	4.4911
650.7	5.9282
650.8	3.1669
650.9	5.5905
651	2.6623
651.1	2.9539
651.2	3.8990
651.3	3.0656
651.4	5.2856
651.5	3.0429
651.6	6.9518
651.7	2.3607
651.8	2.7605
651.9	3.5744
652	2.8622
652.1	5.5577
652.2	6.8743
652.3	5.0825
652.4	4.5510
652.5	5.3944
652.6	3.7460
652.7	2.5438
652.8	6.2057
652.9	0.9951
653	5.2593
653.1	2.9444
653.2	8.7609
653.3	6.2465
653.4	7.4456
653.5	9.7545
653.6	5.6138
653.7	3.1417
653.8	7.0556
653.9	4.4607
654	7.5227
654.1	6.3516
654.2	4.7159
654.3	5.8095
654.4	2.0801
654.5	6.6703
654.6	5.6038
654.7	8.0366
654.8	10.4777
654.9	6.5884
655	7.9662
655.1	7.6736
655.2	8.5576
655.3	9.6755
655.4	10.4401
655.5	8.8325
655.6	6.9793
655.7	8.7868
655.8	9.7925
655.9	9.1350
656	8.2565
656.1	7.2573
656.2	10.2711
656.3	9.1097
656.4	9.1433
656.5	9.1795
656.6	9.6469
656.7	6.3497
656.8	5.9963
656.9	8.5006
657	10.2743
657.1	10.4094
657.2	10.2699
657.3	13.1062
657.4	12.8176
657.5	12.8030
657.6	8.5298
657.7	11.6285
657.8	8.1986
657.9	13.0062
658	12.1352
658.1	13.9597
658.2	10.8412
658.3	12.4388
658.4	7.5398
658.5	9.2060
658.6	12.5787
658.7	9.9984
658.8	9.6638
658.9	11.3962
659	9.4054
659.1	12.5679
659.2	9.9182
659.3	11.7590
659.4	13.1270
659.5	10.4015
659.6	11.6369
659.7	9.2018
659.8	11.3929
659.9	12.5781
660	12.3502
660.1	14.5977
660.2	12.5325
660.3	10.1524
660.4	11.7031
660.5	10.2966
660.6	10.8325
660.7	11.7123
660.8	15.1822
660.9	13.1934
661	16.3533
661.1	11.9001
661.2	11.1115
661.3	11.8033
661.4	15.0157
661.5	13.9226
661.6	9.4208
661.7	12.8232
661.8	11.3523
661.9	13.2773
662	13.2197
662.1	14.3694
662.2	11.7710
662.3	12.0571
662.4	11.7775
662.5	13.2545
662.6	10.0515
662.7	10.2858
662.8	13.5124
662.9	10.1798
663	11.3727
663.1	12.4407
663.2	15.7194
663.3	13.2997
663.4	13.7245
663.5	11.7767
663.6	9.4973
663.7	12.1592
663.8	9.9728
663.9	13.8757
664	12.4344
664.1	8.3855
664.2	13.7372
664.3	11.6922
664.4	14.8184
664.5	11.2217
664.6	15.6193
664.7	10.1751
664.8	13.3407
664.9	14.6220
665	13.8158
665.1	11.1881
665.2	13.8561
665.3	14.0344
665.4	13.2953
665.5	11.8814
665.6	10.5707
665.7	12.2244
665.8	13.1792
665.9	14.8763
666	12.5181
666.1	16.7212
666.2	11.9773
666.3	13.0966
666.4	11.4156
666.5	16.6372
666.6	15.0800
666.7	16.7010
666.8	12.6459
666.9	15.1226
667	15.8307
667.1	15.5392
667.2	15.1540
667.3	15.1614
667.4	15.5314
667.5	15.0625
667.6	9.7883
667.7	16.0529
667.8	10.9607
667.9	11.5170
668	11.7357
668.1	13.0071
668.2	12.9565
668.3	12.0766
668.4	9.3653
668.5	12.8719
668.6	14.4905
668.7	13.1899
668.8	11.7894
668.9	11.7783
669	13.6195
669.1	13.7947
669.2	12.6269
669.3	15.4476
669.4	10.4508
669.5	11.2376
669.6	11.6163
669.7	14.0038
669.8	14.1326
669.9	12.4983
670	16.5927
670.1	11.2053
670.2	11.6250
670.3	9.0507
670.4	12.6278
670.5	9.6845
670.6	16.2944
670.7	12.5902
670.8	11.7686
670.9	12.3818
671	11.9653
671.1	12.4437
671.2	10.5597
671.3	16.2290
671.4	11.5159
671.5	7.6080
671.6	11.0280
671.7	9.9351
671.8	9.9501
671.9	12.7335
672	10.3858
672.1	13.9364
672.2	9.7581
672.3	11.3812
672.4	15.2463
672.5	8.9453
672.6	12.9984
672.7	10.4190
672.8	9.7809
672.9	12.4662
673	11.8870
673.1	12.7313
673.2	10.2848
673.3	8.1891
673.4	10.9275
673.5	8.6693
673.6	10.0052
673.7	9.7283
673.8	12.1700
673.9	9.6629
674	12.5463
674.1	12.2991
674.2	10.0237
674.3	8.2338
674.4	9.8466
674.5	9.7868
674.6	8.3440
674.7	10.1018
674.8	10.6445
674.9	8.5635
675	11.9437
675.1	5.7419
675.2	10.2036
675.3	11.2660
675.4	9.9403
675.5	10.9604
675.6	4.8516
675.7	6.6996
675.8	9.9024
675.9	7.3188
676	8.9493
676.1	12.2488
676.2	10.6718
676.3	7.6833
676.4	9.2090
676.5	5.7774
676.6	8.1420
676.7	7.9195
676.8	7.7581
676.9	13.3301
677	7.7211
677.1	7.4913
677.2	7.7627
677.3	6.4203
677.4	7.1710
677.5	7.5777
677.6	6.2253
677.7	4.0829
677.8	4.8213
677.9	1.1336
678	4.0769
678.1	7.8044
678.2	6.9918
678.3	6.5570
678.4	4.4819
678.5	10.3187
678.6	4.9530
678.7	3.3235
678.8	5.5378
678.9	6.3970
679	7.8582
679.1	3.7091
679.2	9.5833
679.3	5.4808
679.4	4.9816
679.5	3.2510
679.6	5.2861
679.7	6.0118
679.8	4.3698
679.9	2.4662
680	2.8333
680.1	2.5702
680.2	6.1785
680.3	2.1159
680.4	2.9166
680.5	1.8293
680.6	1.0426
680.7	2.7578
680.8	3.8688
680.9	6.1806
681	4.0618
681.1	5.6343
681.2	6.4412
681.3	2.8975
681.4	3.1477
681.5	2.7904
681.6	2.3208
681.7	2.8532
681.8	1.8087
681.9	0.3057
682	-2.8014
682.1	1.6693
682.2	0.9472
682.3	1.3899
682.4	1.4721
682.5	-0.9048
682.6	6.0706
682.7	2.2149
682.8	5.5787
682.9	2.0818
683	1.8028
683.1	1.1096
683.2	4.7405
683.3	-1.1434
683.4	1.3007
683.5	1.9127
683.6	1.5260
683.7	-3.8018
683.8	2.8021
683.9	0.8122
684	-1.9045
684.1	-1.2184
684.2	1.6222
684.3	-0.9397
684.4	-1.1755
684.5	0.2323
684.6	-1.2410
684.7	-1.2088
684.8	1.9730
684.9	-1.3914
685	-1.1963
685.1	-2.1790
685.2	0.5147
685.3	-0.3338
685.4	-3.9284
685.5	-3.3276
685.6	-0.5278
685.7	-3.1487
685.8	-3.2973
685.9	-1.7398
686	-2.3574
686.1	-4.6527
686.2	-5.0092
686.3	-1.0304
686.4	-5.6146
686.5	1.2588
686.6	-6.0246
686.7	-3.1687
686.8	-2.7172
686.9	-6.1005
687	-5.0661
687.1	-4.8359
687.2	-2.9628
687.3	-2.1205
687.4	-3.6512
687.5	1.2061
687.6	0.9880
687.7	-4.2338
687.8	-4.4700
687.9	0.6745
688	-3.2935
688.1	-8.0223
688.2	-3.4841
688.3	-6.1663
688.4	-2.0719
688.5	-1.7587
688.6	-6.6398
688.7	-6.4826
688.8	-5.4218
688.9	-3.0124
689	-5.9423
689.1	-5.0302
689.2	-3.6877
689.3	-6.2040
689.4	-4.4048
689.5	-6.8365
689.6	-7.9015
689.7	-4.6525
689.8	-6.2029
689.9	-4.8493
690	-2.1173
690.1	-5.7681
690.2	-5.0143
690.3	-7.9503
690.4	-5.6238
690.5	-8.4825
690.6	-5.6330
690.7	-7.5236
690.8	-8.4796
690.9	-4.7033
691	-8.5950
691.1	-6.5473
691.2	-10.8890
691.3	-5.6721
691.4	-7.2362
691.5	-9.0870
691.6	-4.5813
691.7	-11.4861
691.8	-7.5286
691.9	-8.3540
692	-8.8877
692.1	-12.0844
692.2	-7.2993
692.3	-5.2223
692.4	-9.0771
692.5	-10.2573
692.6	-8.1965
692.7	-8.3109
692.8	-7.0649
692.9	-10.9168
693	-9.5472
693.1	-9.9195
693.2	-8.1313
693.3	-12.4393
693.4	-8.2610
693.5	-7.7938
693.6	-8.5757
693.7	-6.2855
693.8	-13.8409
693.9	-6.5027
694	-7.2737
694.1	-9.6594
694.2	-10.6080
694.3	-10.5760
694.4	-9.7122
694.5	-10.2811
694.6	-11.8148
694.7	-8.8047
694.8	-9.3564
694.9	-11.0786
695	-13.3184
695.1	-15.7613
695.2	-10.0239
695.3	-10.2293
695.4	-7.7328
695.5	-13.8080
695.6	-11.0722
695.7	-11.6262
695.8	-9.8306
695.9	-11.8172
696	-9.8839
696.1	-9.7256
696.2	-13.2391
696.3	-16.5526
696.4	-7.5219
696.5	-10.9755
696.6	-9.4291
696.7	-9.9132
696.8	-14.0821
696.9	-10.4378
697	-9.3353
697.1	-10.4089
697.2	-13.4421
697.3	-14.5091
697.4	-9.7509
697.5	-11.5880
697.6	-11.6525
697.7	-11.6349
697.8	-13.9995
697.9	-11.5780
698	-9.3326
698.1	-10.2835
698.2	-11.0254
698.3	-11.4612
698.4	-12.8598
698.5	-9.4969
698.6	-13.1805
698.7	-10.2749
698.8	-12.6371
698.9	-9.7253
699	-11.0472
699.1	-14.2745
699.2	-14.0439
699.3	-8.0600
699.4	-10.7582
699.5	-9.3050
699.6	-7.5041
699.7	-9.9807
699.8	-12.1168
699.9	-11.0542
700	-12.7754
700.1	-12.3038
700.2	-10.0540
700.3	-11.0584
700.4	-10.2942
700.5	-14.4368
700.6	-14.5504
700.7	-10.7514
700.8	-11.8610
700.9	-12.4539
701	-14.6667
701.1	-12.7266
701.2	-12.5930
701.3	-13.7655
701.4	-11.3154
701.5	-15.3651
701.6	-12.4545
701.7	-7.9101
701.8	-12.5775
701.9	-10.5238
702	-13.6592
702.1	-11.3524
702.2	-12.2676
702.3	-17.8609
702.4	-11.7262
702.5	-11.2664
702.6	-12.5204
702.7	-10.3273
702.8	-9.7477
702.9	-13.7290
703	-12.4889
703.1	-14.1465
703.2	-12.1698
703.3	-9.7810
703.4	-12.5010
703.5	-11.4453
703.6	-13.6353
703.7	-13.0955
703.8	-12.9383
703.9	-11.6488
704	-15.2464
704.1	-13.4659
704.2	-9.4217
704.3	-14.9381
704.4	-12.0915
704.5	-12.8493
704.6	-11.7350
704.7	-14.6946
704.8	-13.7172
704.9	-10.9724
705	-12.7932
705.1	-14.1816
705.2	-15.6544
705.3	-8.8467
705.4	-12.7013
705.5	-13.6646
705.6	-16.9906
705.7	-9.5588
705.8	-11.5817
705.9	-13.9589
706	-12.2534
706.1	-12.3660
706.2	-8.7297
706.3	-10.9161
706.4	-14.6224
706.5	-11.5802
706.6	-13.3249
706.7	-10.1243
706.8	-11.1976
706.9	-13.1922
707	-11.6674
707.1	-12.8996
707.2	-10.2309
707.3	-8.7763
707.4	-11.1695
707.5	-9.7576
707.6	-13.2556
707.7	-12.0611
707.8	-10.2064
707.9	-10.9616
708	-12.0608
708.1	-9.3218
708.2	-14.1760
708.3	-9.8096
708.4	-7.2365
708.5	-10.7784
708.6	-11.8778
708.7	-10.4160
708.8	-9.5917
708.9	-9.9452
709	-9.9409
709.1	-12.2147
709.2	-9.6167
709.3	-11.0610
709.4	-9.0467
709.5	-10.7957
709.6	-8.8866
709.7	-10.8947
709.8	-10.7095
709.9	-12.4976
710	-9.3995
710.1	-8.3575
710.2	-11.3830
710.3	-8.4310
710.4	-10.4101
710.5	-10.5862
710.6	-7.6172
710.7	-9.5642
710.8	-9.7119
710.9	-6.4446
711	-7.0112
711.1	-8.7300
711.2	-8.4064
711.3	-11.4425
711.4	-9.1464
711.5	-4.7917
711.6	-9.2491
711.7	-10.5492
711.8	-9.4900
711.9	-6.0422
712	-5.0392
712.1	-10.0504
712.2	-7.3542
712.3	-11.6135
712.4	-8.5119
712.5	-7.3900
712.6	-5.8424
712.7	-8.1997
712.8	-6.9297
712.9	-4.9770
713	-8.1087
713.1	-7.6897
713.2	-7.8748
713.3	-7.9524
713.4	-3.4766
713.5	-4.9905
713.6	-4.6553
713.7	-7.3356
713.8	-3.6494
713.9	-4.7743
714	-10.7656
714.1	-6.7273
714.2	-3.6245
714.3	-6.4910
714.4	-4.6950
714.5	-6.1323
714.6	-5.0082
714.7	-6.6762
714.8	-5.3624
714.9	-5.6133
715	-6.5264
715.1	-3.9475
715.2	-3.0731
715.3	-3.9675
715.4	-5.0465
715.5	-3.3835
715.6	-4.2011
715.7	-5.1531
715.8	-7.8981
715.9	-0.2948
716	-4.5390
716.1	-3.6359
716.2	-4.7150
716.3	-1.2531
716.4	0.2655
716.5	-4.3240
716.6	-0.6716
716.7	-0.8364
716.8	-1.5048
716.9	-5.1650
717	-0.8338
717.1	-4.7087
717.2	-3.0855
717.3	-4.4899
717.4	-0.3107
717.5	-6.8640
717.6	-1.8413
717.7	-4.4635
717.8	-3.1006
717.9	-2.4308
718	-4.4698
718.1	-0.7432
718.2	-1.2795
718.3	0.2396
718.4	-2.3524
718.5	-3.5519
718.6	-1.4138
718.7	-3.9357
718.8	-2.5279
718.9	-4.4064
719	-1.5339
719.1	-2.5902
719.2	-1.1823
719.3	0.0471
719.4	-1.9262
719.5	0.3113
719.6	-0.5789
719.7	-1.3235
719.8	-0.3902
719.9	-1.9749
720	1.9979
720.1	0.9950
720.2	0.4672
720.3	-0.0330
720.4	0.2475
720.5	0.2449
720.6	1.0165
720.7	3.2940
720.8	0.5837
720.9	3.6815
721	1.5277
721.1	-1.1947
721.2	-0.7947
721.3	3.9049
721.4	1.0727
721.5	3.2500
721.6	5.3791
721.7	-3.4126
721.8	4.1740
721.9	1.7196
722	-0.0122
722.1	-1.0830
722.2	4.2442
722.3	5.5028
722.4	1.3794
722.5	2.2628
722.6	3.2184
722.7	3.5648
722.8	4.3626
722.9	-0.3060
723	1.7605
723.1	0.6039
723.2	5.4125
723.3	0.6189
723.4	1.6597
723.5	6.0803
723.6	6.6107
723.7	2.5845
723.8	5.6325
723.9	5.4214
724	1.4735
724.1	0.9186
724.2	2.9339
724.3	2.5509
724.4	4.6379
724.5	6.7605
724.6	4.3465
724.7	7.7044
724.8	3.6684
724.9	6.7194
725	2.3828
725.1	7.7100
725.2	3.3612
725.3	5.8030
725.4	4.7452
725.5	8.5286
725.6	4.9131
725.7	3.7505
725.8	6.5561
725.9	0.3353
726	8.3640
726.1	10.7877
726.2	8.3811
726.3	5.0654
726.4	7.1250
726.5	5.7318
726.6	6.5547
726.7	7.0988
726.8	9.8146
726.9	6.4748
727	7.3094
727.1	8.9083
727.2	8.4657
727.3	7.3805
727.4	6.6912
727.5	4.2155
727.6	9.1392
727.7	7.7038
727.8	6.3121
727.9	8.9727
728	6.5681
728.1	4.8011
728.2	7.2651
728.3	9.2197
728.4	6.9494
728.5	8.7493
728.6	8.7151
728.7	9.2649
728.8	4.1270
728.9	10.2551
729	6.3934
729.1	5.4908
729.2	10.2236
729.3	10.4713
729.4	8.1689
729.5	4.6498
729.6	9.6462
729.7	11.1401
729.8	6.1120
729.9	5.6767
730	11.6551
730.1	8.6676
730.2	9.4267
730.3	7.5355
730.4	8.1633
730.5	7.5477
730.6	8.1187
730.7	8.9514
730.8	10.8981
730.9	11.4065
731	13.3836
731.1	10.6119
731.2	9.3095
731.3	7.5655
731.4	8.9001
731.5	11.9822
731.6	6.5441
731.7	9.4809
731.8	9.2979
731.9	8.1723
732	12.9944
732.1	8.9232
732.2	10.4108
732.3	10.7386
732.4	10.8344
732.5	13.1229
732.6	12.3365
732.7	13.3691
732.8	11.5189
732.9	8.7397
733	13.7529
733.1	9.9495
733.2	13.5346
733.3	8.9605
733.4	7.0843
733.5	10.8249
733.6	13.5883
733.7	11.0104
733.8	8.8587
733.9	9.8262
734	11.4069
734.1	11.5048
734.2	10.7010
734.3	9.4516
734.4	8.7734
734.5	11.2327
734.6	12.4339
734.7	10.2239
734.8	7.2009
734.9	10.4115
735	14.2204
735.1	12.9893
735.2	13.0896
735.3	13.7091
735.4	8.9750
735.5	10.8861
735.6	13.9603
735.7	14.5814
735.8	11.8685
735.9	10.8101
736	11.4935
736.1	7.6191
736.2	11.8517
736.3	10.1225
736.4	10.9305
736.5	13.9637
736.6	10.7139
736.7	12.1892
736.8	13.8873
736.9	13.1756
737	7.0854
737.1	10.8173
737.2	12.7559
737.3	12.0789
737.4	7.0318
737.5	9.3152
737.6	15.0036
737.7	12.5059
737.8	14.4246
737.9	10.8195
738	11.8021
738.1	9.9641
738.2	9.2030
738.3	14.5111
738.4	11.2970
738.5	15.1285
738.6	9.4576
738.7	5.6813
738.8	13.5445
738.9	10.0264
739	13.1325
739.1	11.0172
739.2	9.5555
739.3	8.9673
739.4	9.6637
739.5	7.5058
739.6	11.2997
739.7	15.8762
739.8	8.9233
739.9	9.5094
740	11.6772
740.1	8.4300
740.2	9.8440
740.3	10.8311
740.4	10.5554
740.5	11.9185
740.6	10.3305
740.7	10.0543
740.8	11.8191
740.9	10.5794
741	10.5209
741.1	11.8697
741.2	9.4938
741.3	10.8519
741.4	8.3182
741.5	10.8242
741.6	12.6935
741.7	12.9627
741.8	12.5608
741.9	10.8285
742	11.0944
742.1	9.2255
742.2	8.9514
742.3	11.0784
742.4	7.7528
742.5	11.4645
742.6	7.3420
742.7	8.6377
742.8	8.7515
742.9	9.2697
743	8.3229
743.1	8.6170
743.2	7.9187
743.3	12.7355
743.4	10.0533
743.5	10.6675
743.6	8.0219
743.7	8.7086
743.8	8.4266
743.9	13.5009
744	12.3522
744.1	8.6798
744.2	7.6453
744.3	9.5733
744.4	8.2344
744.5	9.2292
744.6	8.4427
744.7	10.2363
744.8	8.4599
744.9	10.7815
745	10.8687
745.1	7.1450
745.2	9.3684
745.3	7.4185
745.4	10.7712
745.5	7.9976
745.6	6.8795
745.7	6.6644
745.8	11.0403
745.9	11.7014
746	15.2174
746.1	9.8374
746.2	9.7832
746.3	12.7261
746.4	7.8017
746.5	11.7159
746.6	5.0871
746.7	5.7114
746.8	5.9590
746.9	10.0179
747	11.1234
747.1	9.4912
747.2	5.4556
747.3	8.8085
747.4	7.7219
747.5	5.5514
747.6	8.5717
747.7	6.6172
747.8	6.0752
747.9	5.9969
748	6.4435
748.1	8.1594
748.2	9.5457
748.3	9.5407
748.4	11.1757
748.5	3.8116
748.6	6.5541
748.7	9.7461
748.8	6.8481
748.9	7.1109
749	8.1573
749.1	6.3447
749.2	5.6785
749.3	6.5586
749.4	7.5717
749.5	7.9348
749.6	9.1375
749.7	8.9886
749.8	8.6808
749.9	6.5426
750	4.8713
750.1	7.9769
750.2	3.9335
750.3	5.0219
750.4	4.9320
750.5	6.3972
750.6	8.5309
750.7	8.2929
750.8	2.6120
750.9	2.1571
751	-0.1307
751.1	5.5246
751.2	3.9577
751.3	6.8392
751.4	6.5983
751.5	4.9480
751.6	1.3539
751.7	3.9882
751.8	6.0074
751.9	1.3099
752	5.1670
752.1	4.0690
752.2	1.6245
752.3	-0.1067
752.4	4.7113
752.5	1.5507
752.6	3.3709
752.7	6.1008
752.8	1.9381
752.9	3.5541
753	2.2978
753.1	2.2823
753.2	1.5196
753.3	4.9517
753.4	3.7205
753.5	6.8526
753.6	2.7690
753.7	1.4631
753.8	1.2395
753.9	3.2285
754	1.7142
